GID,ESPN ID,Pos,Name,Team,Salary,Salary Change,Points,GP,Pts/Game,Pts/G/$,Pts/G(alt),Last pts,Days ago,Schedule starting Wed 1/1
4367,6475,23,"Thompson, Klay",GSW,3000,0,0,0,0,0,0,0,,.2.4.6.8.0.2.4.6.8.0.2.4...8
4397,6468,23,"Shumpert, Iman",Bkn,0,0,141.5,13,10.9,0,10.9,0,2,.2.4.67..0.2.45..8.0..3.56..
4484,6610,34,"Miller, Darius",Nor,3000,0,0,0,0,0,0,0,,..34.6.8.01.3..6.8.0.2.4.6.8
4515,6628,23,"Waiters, Dion",Mia,3100,0,0,0,0,0,0,0,2,.23.5..8.0.2..5.7.90.2.4..78
4559,2530596,23,"Roberson, Andre",OKC,3000,0,0,0,0,0,0,0,,.2.4.67.9.1.3.5.78.0.2.45.7.
4627,2527963,12,"Oladipo, Victor",Ind,6500,0,0,0,0,0,0,0,,.2.4.6.8.0..3.5.7.90.2.4.6..
4654,2528779,23,"Bullock, Reggie",NYK,3000,0,0,0,0,0,0,0,,1.3.5.78.0.2.4.6.8.0.2.4.6.8
4681,3102530,5,"Nurkic, Jusuf",Por,7200,-200,0,0,0,0,0,0,,1.3.5.7.9.1.3.5.78.0..3..6..
4739,2531352,4,"Moreland, Eric",OKC,0,0,0,0,0,0,0,0,,.2.4.67.9.1.3.5.78.0.2.45.7.
4802,0,12,"Frazier, Michael",Hou,3000,0,0,0,0,0,0,0,,..3....89.1..45..8.0.2.4.67.
4845,0,5,"Felicio, Cristiano",Chi,3000,0,0,0,0,0,0,0,2,.2.4.6.8.01.3.5.78.0.2.45.7.
4882,0,12,"Payne, Cameron",Tor,0,0,0,0,0,0,0,0,,.2.4..78...2..5.78.0.2.4.6.8
4923,0,1,"Jackson, Demetrius",LAL,0,0,0,0,0,0,0,0,,1.3.5.7..01.3.5..8.0.23.5..8
5110,0,1,"Taylor, Isaiah",Tor,0,0,0,0,0,0,0,0,,.2.4..78...2..5.78.0.2.4.6.8
5112,0,2,"Cleveland, Antonius",Dal,3000,0,0,0,0,0,0,0,1,.2.4.6.8.01..45.7...1.3.5.78
5130,0,34,"Jackson, Josh",Mem,3000,0,0,0,0,0,0,0,,.2.45.7..0.2.4..7..0.2.4.6.8
5143,0,2,"Robinson, Devin",Tor,0,0,0,0,0,0,0,0,,.2.4..78...2..5.78.0.2.4.6.8
5161,0,2,"Simmons, Kobi",Cha,3000,0,0,0,0,0,0,0,1,.2.4.6.8.0.23.5....0...4...8
5171,0,45,"Rabb, Ivan",NYK,3000,0,0,0,0,0,0,0,3,1.3.5.78.0.2.4.6.8.0.2.4.6.8
5175,0,4,"Lydon, Tyler",Sac,0,0,0,0,0,0,0,0,,.2.4.67..0..3.5..8.0.2.4..7.
5177,0,23,"Dozier, PJ",Den,3000,0,0,0,0,0,0,0,1,.2.4.6.8..12..56..90.2.4.6.8
5231,0,12,"Wallace, Tyrone",Atl,0,0,98.5,14,7,0,7,0,2,..34.6.8.0.2.4..78.0.2.4.6.8
5245,0,3,"Henry, Myke",OKC,0,0,0,0,0,0,0,0,,.2.4.67.9.1.3.5.78.0.2.45.7.
5696,0,1,"Akoon-Purcell, DeVaughn",OKC,0,0,0,0,0,0,0,0,,.2.4.67.9.1.3.5.78.0.2.45.7.
5736,0,1,"Gaddy, Abdul",OKC,0,0,0,0,0,0,0,0,,.2.4.67.9.1.3.5.78.0.2.45.7.
5748,0,23,"Reynolds, Cameron",Mil,3000,0,0,0,0,0,0,0,2,1..4.6.8.01..4.6.8.0...4...8
5773,0,1,"Chiozza, Chris",Was,0,0,110.8,10,11.1,0,11.1,0,2,1.34.6.8.0.2..5.7..0.23..6.8
5779,0,23,"Smith, Zhaire",Phi,3000,0,0,0,0,0,0,0,1,..3..6..9.1.3.5.78.0.2..5..8
5782,0,3,"Grantham, Donte",LAC,0,0,0,0,0,0,0,0,,.2.45....0.2.4.6.8..12.4.6.8
5783,0,3,"Highsmith, Haywood",Phi,0,0,0,0,0,0,0,0,,..3..6..9.1.3.5.78.0.2..5..8
5787,0,23,"Johnson, B.J.",Orl,3000,0,0,1,0,0,0,0,2,1.34.6.8.0..3.56.8.0.2.4.67.
5800,0,13,"Coffey, Amir",LAC,3000,0,0,1,0,0,0,0,1,.2.45....0.2.4.6.8..12.4.6.8
5801,0,23,"Palmer Jr., James",LAC,0,0,0,0,0,0,0,0,,.2.45....0.2.4.6.8..12.4.6.8
5804,0,3,"Larrier, Terry",LAC,0,0,0,0,0,0,0,0,,.2.45....0.2.4.6.8..12.4.6.8
5805,0,12,"Guy, Kyle",Sac,3300,0,0,0,0,0,0,0,1,.2.4.67..0..3.5..8.0.2.4..7.
5819,0,4,"Cacok, Devontae",LAL,3000,0,0,0,0,0,0,0,3,1.3.5.7..01.3.5..8.0.23.5..8
5821,0,1,"Norvell Jr., Zach",LAL,0,0,1.3,2,0.6,0,0.6,0,3,1.3.5.7..01.3.5..8.0.23.5..8
5822,0,3,"Hommes, Daulton",SAS,0,0,0,0,0,0,0,0,,.2.4.6.8.0.2..5.7.90.2.4.67.
5823,0,1,"Weatherspoon, Quinndary",SAS,3000,0,0,0,0,0,0,0,1,.2.4.6.8.0.2..5.7.90.2.4.67.
5825,0,34,"Samanic, Luka",SAS,3000,0,0,0,0,0,0,0,1,.2.4.6.8.0.2..5.7.90.2.4.67.
5826,0,23,"Johnson, Keldon",SAS,3000,0,0,1,0,0,0,0,1,.2.4.6.8.0.2..5.7.90.2.4.67.
5830,0,1,"Wright-Foreman, Justin",Uta,3000,0,0,0,0,0,0,0,2,.2.4.6.8.0.2.4.6.8.0.2..5.7.
5831,0,34,"Howard, William",Hou,3000,0,0,0,0,0,0,0,2,..3....89.1..45..8.0.2.4.67.
5832,0,4,"Kidd, Stanton",Uta,0,0,4.3,4,1.1,0,1.1,0,2,.2.4.6.8.0.2.4.6.8.0.2..5.7.
5851,0,34,"Franks, Robert",Cha,3000,0,0,0,0,0,0,0,1,.2.4.6.8.0.23.5....0...4...8
5859,0,23,"Windler, Dylan",Cle,3000,0,0,0,0,0,0,0,,.2.45.7.9.1.34..78.0..3.5.78
5863,0,3,"Withers, Todd",Det,0,0,0,0,0,0,0,0,,.2.45.7.9.1.3.5..8.0.2.45.7.
5865,0,45,"Hall, Donta",Det,0,0,0,0,0,0,0,0,,.2.45.7.9.1.3.5..8.0.2.45.7.
5874,0,1,"Peters, Lamar",NYK,0,0,0,0,0,0,0,0,,1.3.5.78.0.2.4.6.8.0.2.4.6.8
5875,0,4,"Wooten, Kenny",NYK,0,0,0,0,0,0,0,0,,1.3.5.78.0.2.4.6.8.0.2.4.6.8
5877,0,2,"King, V.J.",NYK,0,0,0,0,0,0,0,0,,1.3.5.78.0.2.4.6.8.0.2.4.6.8
5884,0,34,"Bigby-Williams, Kavell",Nor,0,0,0,0,0,0,0,0,,..34.6.8.01.3..6.8.0.2.4.6.8
5885,0,23,"Bess, Javon",Nor,0,0,0,0,0,0,0,0,,..34.6.8.01.3..6.8.0.2.4.6.8
5888,0,45,"Williamson, Zion",Nor,5800,0,0,0,0,0,0,0,3,..34.6.8.01.3..6.8.0.2.4.6.8
5890,0,1,"Adams, Jalen",Nor,0,0,0,0,0,0,0,0,,..34.6.8.01.3..6.8.0.2.4.6.8
5899,0,45,"Konate, Sagaba",Tor,0,0,0,0,0,0,0,0,,.2.4..78...2..5.78.0.2.4.6.8
5905,0,23,"Shayok, Marial",Phi,3000,0,0,0,0,0,0,0,1,..3..6..9.1.3.5.78.0.2..5..8
5907,0,3,"Miles, Isaiah",Phi,0,0,0,0,0,0,0,0,,..3..6..9.1.3.5.78.0.2..5..8
5908,0,5,"Koumadje, Christ",Phi,0,0,0,0,0,0,0,0,,..3..6..9.1.3.5.78.0.2..5..8
5917,0,2,"Hall, Devon",OKC,0,0,10.3,5,2,0,2,0,1,.2.4.67.9.1.3.5.78.0.2.45.7.
5919,0,34,"Roby, Isaiah",Dal,3000,0,0,0,0,0,0,0,1,.2.4.6.8.01..45.7...1.3.5.78
5922,0,2,"Reaves, Josh",Dal,3000,0,0,0,0,0,0,0,1,.2.4.6.8.01..45.7...1.3.5.78
5923,0,1,"Harper, Jared",Pho,3000,0,0,1,0,0,0,0,2,1.3.5.7..0.2.4.6.8.0.2.4.6.8
5929,0,12,"Lecque, Jalen",Pho,3000,0,0,0,0,0,0,0,2,1.3.5.7..0.2.4.6.8.0.2.4.6.8
5942,0,5,"Bol, Bol",Den,3000,0,0,0,0,0,0,0,,.2.4.6.8..12..56..90.2.4.6.8
5946,0,23,"Battle, Tyus",Min,0,0,0,0,0,0,0,0,,12..5.7.9.1.3.5.78.0.2.45.7.
